date,product_id,rating,topic,comment_count
2026-07-14,P003,4.9,质量,7
2026-07-14,P004,4.2,使用体验,6
2026-07-14,P005,4.3,使用体验,17
2026-07-14,P006,4.2,使用体验,14
2026-07-14,P007,4.8,尺码,18
2026-07-14,P008,3.7,物流,14
2026-07-15,P001,3.6,尺码偏小,21
2026-07-15,P001,3.8,物流慢,15
2026-07-15,P007,3.5,包装破损,12
2026-07-15,P008,3.4,降噪不稳定,17
2026-07-15,P003,4.5,便携好清洗,29
2026-07-15,P006,4.4,保温效果好,14
