date,campaign_id,product_id,channel,spend,attributed_gmv,clicks
2026-06-13,AD-P004,P004,信息流,160.34,481.56,379
2026-06-13,AD-P005,P005,信息流,210.28,401.71,292
2026-06-13,AD-P006,P006,内容种草,226.59,525.8,308
2026-06-13,AD-P007,P007,信息流,208.61,571.79,242
2026-06-13,AD-P008,P008,信息流,241.92,684.67,416
2026-06-14,AD-P001,P001,内容种草,145.16,395.64,572
2026-06-14,AD-P002,P002,信息流,166.08,488.15,519
2026-06-14,AD-P003,P003,内容种草,136.89,269.05,270
2026-06-14,AD-P004,P004,内容种草,174.6,486.26,454
2026-06-14,AD-P005,P005,内容种草,187.0,513.47,269
2026-06-14,AD-P006,P006,搜索,238.29,631.44,279
2026-06-14,AD-P007,P007,内容种草,244.57,743.08,370
2026-06-14,AD-P008,P008,内容种草,226.21,544.39,272
2026-06-15,AD-P001,P001,信息流,107.8,210.8,372
2026-06-15,AD-P002,P002,信息流,156.49,475.39,560
2026-06-15,AD-P003,P003,内容种草,178.9,381.61,402
2026-06-15,AD-P004,P004,信息流,154.06,315.75,454
2026-06-15,AD-P005,P005,信息流,191.19,385.86,237
2026-06-15,AD-P006,P006,内容种草,236.71,671.98,393
2026-06-15,AD-P007,P007,搜索,250.44,518.96,440
2026-06-15,AD-P008,P008,搜索,260.56,498.88,200
2026-06-16,AD-P001,P001,信息流,147.05,301.93,429
2026-06-16,AD-P002,P002,搜索,140.41,269.41,494
2026-06-16,AD-P003,P003,信息流,144.54,306.58,424
2026-06-16,AD-P004,P004,信息流,178.27,418.4,645
2026-06-16,AD-P005,P005,搜索,178.6,402.56,187
2026-06-16,AD-P006,P006,搜索,221.35,620.87,284
2026-06-16,AD-P007,P007,内容种草,251.47,660.55,341
2026-06-16,AD-P008,P008,搜索,240.92,662.74,292
2026-06-17,AD-P001,P001,搜索,130.03,310.23,771
2026-06-17,AD-P002,P002,搜索,149.48,404.75,650
2026-06-17,AD-P003,P003,内容种草,161.32,453.36,412
2026-06-17,AD-P004,P004,内容种草,162.79,498.54,489
2026-06-17,AD-P005,P005,信息流,207.7,529.17,256
2026-06-17,AD-P006,P006,信息流,237.51,516.97,308
2026-06-17,AD-P007,P007,搜索,226.58,695.27,206
2026-06-17,AD-P008,P008,内容种草,242.34,480.71,194
2026-06-18,AD-P001,P001,内容种草,136.14,274.79,355
2026-06-18,AD-P002,P002,信息流,159.26,314.42,681
2026-06-18,AD-P003,P003,搜索,142.2,281.98,402
2026-06-18,AD-P004,P004,信息流,175.5,429.45,260
2026-06-18,AD-P005,P005,搜索,208.65,428.49,432
2026-06-18,AD-P006,P006,内容种草,215.16,593.03,395
2026-06-18,AD-P007,P007,内容种草,214.23,654.45,399
2026-06-18,AD-P008,P008,搜索,251.93,472.44,244
2026-06-19,AD-P001,P001,内容种草,111.28,280.64,583
2026-06-19,AD-P002,P002,信息流,119.58,250.33,358
2026-06-19,AD-P003,P003,搜索,178.27,408.44,335
2026-06-19,AD-P004,P004,信息流,194.87,490.68,338
2026-06-19,AD-P005,P005,搜索,177.82,445.69,375
2026-06-19,AD-P006,P006,信息流,216.52,586.47,265
2026-06-19,AD-P007,P007,内容种草,218.72,494.15,256
2026-06-19,AD-P008,P008,搜索,230.76,710.83,368
2026-06-20,AD-P001,P001,搜索,119.92,352.4,572
2026-06-20,AD-P002,P002,搜索,139.13,308.91,409
2026-06-20,AD-P003,P003,信息流,184.99,418.71,462
2026-06-20,AD-P004,P004,信息流,166.66,325.49,476
2026-06-20,AD-P005,P005,信息流,174.56,470.72,571
2026-06-20,AD-P006,P006,信息流,201.48,612.59,487
2026-06-20,AD-P007,P007,搜索,253.9,617.19,173
2026-06-20,AD-P008,P008,信息流,272.04,769.75,497
2026-06-21,AD-P001,P001,信息流,138.23,336.52,448
2026-06-21,AD-P002,P002,搜索,156.5,462.61,378
2026-06-21,AD-P003,P003,内容种草,171.55,430.66,416
2026-06-21,AD-P004,P004,内容种草,163.27,354.24,663
2026-06-21,AD-P005,P005,内容种草,178.02,367.98,290
2026-06-21,AD-P006,P006,内容种草,227.79,510.23,272
2026-06-21,AD-P007,P007,搜索,254.13,573.41,213
2026-06-21,AD-P008,P008,搜索,270.4,597.73,299
2026-06-22,AD-P001,P001,信息流,135.15,324.66,425
2026-06-22,AD-P002,P002,信息流,147.45,308.4,521
2026-06-22,AD-P003,P003,搜索,173.73,401.98,264
2026-06-22,AD-P004,P004,内容种草,154.78,466.89,259
2026-06-22,AD-P005,P005,信息流,176.12,485.63,373
2026-06-22,AD-P006,P006,信息流,194.54,416.38,228
2026-06-22,AD-P007,P007,信息流,210.33,636.98,164
2026-06-22,AD-P008,P008,信息流,246.54,373.71,237
2026-06-23,AD-P001,P001,搜索,140.6,393.12,481
2026-06-23,AD-P002,P002,信息流,162.39,484.38,431
2026-06-23,AD-P003,P003,搜索,155.68,455.37,522
2026-06-23,AD-P004,P004,内容种草,178.03,442.27,312
2026-06-23,AD-P005,P005,信息流,189.97,449.16,428
2026-06-23,AD-P006,P006,内容种草,190.0,462.15,274
2026-06-23,AD-P007,P007,内容种草,237.37,594.18,350
2026-06-23,AD-P008,P008,信息流,265.53,818.47,219
2026-06-24,AD-P001,P001,搜索,128.57,294.92,436
2026-06-24,AD-P002,P002,搜索,140.62,279.1,352
2026-06-24,AD-P003,P003,内容种草,183.38,376.52,475
2026-06-24,AD-P004,P004,内容种草,154.01,344.04,473
2026-06-24,AD-P005,P005,搜索,178.57,368.03,345
2026-06-24,AD-P006,P006,信息流,216.44,439.35,325
2026-06-24,AD-P007,P007,信息流,242.08,499.51,166
2026-06-24,AD-P008,P008,信息流,234.69,368.49,145
2026-06-25,AD-P001,P001,内容种草,148.37,452.44,633
2026-06-25,AD-P002,P002,信息流,120.78,357.0,586
2026-06-25,AD-P003,P003,内容种草,164.2,358.13,263
2026-06-25,AD-P004,P004,搜索,199.34,505.98,347
2026-06-25,AD-P005,P005,内容种草,186.48,397.05,343
2026-06-25,AD-P006,P006,信息流,209.19,456.4,322
2026-06-25,AD-P007,P007,信息流,208.07,534.45,304
2026-06-25,AD-P008,P008,搜索,274.02,582.43,436
2026-06-26,AD-P001,P001,信息流,124.09,264.79,570
2026-06-26,AD-P002,P002,内容种草,135.01,326.97,356
2026-06-26,AD-P003,P003,信息流,181.49,494.94,616
2026-06-26,AD-P004,P004,搜索,163.98,339.87,292
2026-06-26,AD-P005,P005,信息流,188.86,407.44,320
2026-06-26,AD-P006,P006,内容种草,211.42,437.36,363
2026-06-26,AD-P007,P007,信息流,225.47,492.22,290
2026-06-26,AD-P008,P008,信息流,244.47,427.4,230
2026-06-27,AD-P001,P001,搜索,133.23,356.51,713
2026-06-27,AD-P002,P002,搜索,146.82,434.23,438
2026-06-27,AD-P003,P003,信息流,136.62,412.55,448
2026-06-27,AD-P004,P004,搜索,167.77,486.78,395
2026-06-27,AD-P005,P005,信息流,173.67,510.85,606
2026-06-27,AD-P006,P006,内容种草,233.16,565.54,334
2026-06-27,AD-P007,P007,信息流,219.23,591.13,264
2026-06-27,AD-P008,P008,内容种草,257.0,379.91,184
2026-06-28,AD-P001,P001,搜索,111.49,285.66,478
2026-06-28,AD-P002,P002,信息流,134.92,354.0,455
2026-06-28,AD-P003,P003,信息流,183.59,412.08,520
2026-06-28,AD-P004,P004,搜索,158.23,367.48,741
2026-06-28,AD-P005,P005,信息流,209.35,525.91,462
2026-06-28,AD-P006,P006,内容种草,199.43,545.57,512
2026-06-28,AD-P007,P007,内容种草,230.76,551.52,352
2026-06-28,AD-P008,P008,搜索,231.82,329.6,193
2026-06-29,AD-P001,P001,信息流,140.24,376.08,431
2026-06-29,AD-P002,P002,信息流,127.16,297.71,327
2026-06-29,AD-P003,P003,内容种草,166.04,409.04,431
2026-06-29,AD-P004,P004,内容种草,197.65,598.83,594
2026-06-29,AD-P005,P005,信息流,210.32,631.57,303
2026-06-29,AD-P006,P006,搜索,223.5,677.33,221
2026-06-29,AD-P007,P007,内容种草,237.22,546.01,283
2026-06-29,AD-P008,P008,信息流,255.65,369.87,271
2026-06-30,AD-P001,P001,信息流,145.26,393.37,511
2026-06-30,AD-P002,P002,搜索,127.52,370.32,332
2026-06-30,AD-P003,P003,内容种草,162.9,431.74,450
2026-06-30,AD-P004,P004,信息流,175.92,470.35,630
2026-06-30,AD-P005,P005,搜索,189.94,450.77,273
2026-06-30,AD-P006,P006,搜索,208.27,531.79,337
2026-06-30,AD-P007,P007,搜索,236.26,489.33,437
2026-06-30,AD-P008,P008,信息流,226.48,488.53,307
2026-07-01,AD-P001,P001,搜索,110.6,286.84,518
2026-07-01,AD-P002,P002,信息流,131.69,258.14,503
2026-07-01,AD-P003,P003,搜索,145.13,436.3,658
2026-07-01,AD-P004,P004,信息流,200.38,475.31,327
2026-07-01,AD-P005,P005,内容种草,220.29,627.72,299
2026-07-01,AD-P006,P006,信息流,217.3,487.73,444
2026-07-01,AD-P007,P007,内容种草,231.42,527.08,222
2026-07-01,AD-P008,P008,内容种草,257.94,796.58,296
2026-07-02,AD-P001,P001,搜索,117.84,344.3,466
2026-07-02,AD-P002,P002,信息流,161.59,397.75,460
2026-07-02,AD-P003,P003,信息流,167.37,438.43,584
2026-07-02,AD-P004,P004,信息流,168.92,517.65,324
2026-07-02,AD-P005,P005,信息流,183.67,537.07,328
2026-07-02,AD-P006,P006,搜索,228.55,699.34,371
2026-07-02,AD-P007,P007,信息流,228.49,440.0,380
2026-07-02,AD-P008,P008,内容种草,258.18,639.39,146
2026-07-03,AD-P001,P001,信息流,135.56,276.85,741
2026-07-03,AD-P002,P002,信息流,160.71,406.01,796
2026-07-03,AD-P003,P003,搜索,156.57,479.24,301
2026-07-03,AD-P004,P004,信息流,202.29,490.86,338
2026-07-03,AD-P005,P005,搜索,198.91,616.29,395
2026-07-03,AD-P006,P006,内容种草,201.4,414.38,347
2026-07-03,AD-P007,P007,信息流,255.51,727.45,429
2026-07-03,AD-P008,P008,内容种草,245.84,715.12,196
2026-07-04,AD-P001,P001,搜索,131.68,381.67,835
2026-07-04,AD-P002,P002,信息流,118.48,246.85,727
2026-07-04,AD-P003,P003,信息流,178.17,543.18,311
2026-07-04,AD-P004,P004,信息流,156.77,386.5,427
2026-07-04,AD-P005,P005,信息流,185.66,371.01,338
2026-07-04,AD-P006,P006,内容种草,235.29,676.45,318
2026-07-04,AD-P007,P007,搜索,244.62,627.34,385
2026-07-04,AD-P008,P008,信息流,237.64,552.79,290
2026-07-05,AD-P001,P001,信息流,143.07,289.35,827
2026-07-05,AD-P002,P002,内容种草,125.84,326.68,645
2026-07-05,AD-P003,P003,信息流,178.03,353.23,486
2026-07-05,AD-P004,P004,搜索,196.22,566.23,486
2026-07-05,AD-P005,P005,信息流,172.76,392.94,425
2026-07-05,AD-P006,P006,内容种草,204.12,560.82,222
2026-07-05,AD-P007,P007,内容种草,236.3,527.6,234
2026-07-05,AD-P008,P008,信息流,245.3,514.22,342
2026-07-06,AD-P001,P001,内容种草,132.68,321.69,419
2026-07-06,AD-P002,P002,信息流,144.54,369.01,555
2026-07-06,AD-P003,P003,内容种草,161.73,458.76,330
2026-07-06,AD-P004,P004,搜索,159.68,433.8,293
2026-07-06,AD-P005,P005,搜索,207.72,456.15,314
2026-07-06,AD-P006,P006,内容种草,203.9,427.4,276
2026-07-06,AD-P007,P007,搜索,224.67,691.92,330
2026-07-06,AD-P008,P008,内容种草,245.12,727.76,208
2026-07-07,AD-P001,P001,内容种草,112.37,293.68,505
2026-07-07,AD-P002,P002,内容种草,163.7,454.42,732
2026-07-07,AD-P003,P003,搜索,137.05,324.86,540
2026-07-07,AD-P004,P004,信息流,199.98,543.99,475
2026-07-07,AD-P005,P005,信息流,197.28,462.66,332
2026-07-07,AD-P006,P006,内容种草,211.73,431.34,327
2026-07-07,AD-P007,P007,搜索,235.59,538.58,396
2026-07-07,AD-P008,P008,信息流,243.16,462.65,296
2026-07-08,AD-P001,P001,搜索,143.7,308.96,720
2026-07-08,AD-P002,P002,信息流,142.26,372.92,612
2026-07-08,AD-P003,P003,信息流,174.61,424.86,366
2026-07-08,AD-P004,P004,信息流,177.09,395.38,347
2026-07-08,AD-P005,P005,信息流,218.43,504.5,446
2026-07-08,AD-P006,P006,信息流,190.7,478.79,280
2026-07-08,AD-P007,P007,搜索,243.55,609.8,211
2026-07-08,AD-P008,P008,信息流,236.83,576.59,192
2026-07-09,AD-P001,P001,信息流,121.1,316.25,444
2026-07-09,AD-P002,P002,信息流,126.95,302.19,441
2026-07-09,AD-P003,P003,信息流,181.06,516.68,389
2026-07-09,AD-P004,P004,搜索,166.02,478.75,421
2026-07-09,AD-P005,P005,内容种草,198.05,429.08,349
2026-07-09,AD-P006,P006,搜索,202.99,578.58,220
2026-07-09,AD-P007,P007,搜索,215.41,661.95,423
2026-07-09,AD-P008,P008,内容种草,256.2,447.69,213
2026-07-10,AD-P001,P001,内容种草,120.68,296.97,709
2026-07-10,AD-P002,P002,信息流,125.32,311.15,766
2026-07-10,AD-P003,P003,信息流,159.85,391.97,496
2026-07-10,AD-P004,P004,信息流,196.79,440.18,291
2026-07-10,AD-P005,P005,搜索,188.14,576.52,430
2026-07-10,AD-P006,P006,搜索,204.96,615.11,341
2026-07-10,AD-P007,P007,搜索,218.0,468.96,204
2026-07-10,AD-P008,P008,内容种草,260.34,584.57,179
2026-07-11,AD-P001,P001,信息流,114.51,325.84,856
2026-07-11,AD-P002,P002,信息流,159.66,452.56,590
2026-07-11,AD-P003,P003,信息流,136.42,380.56,402
2026-07-11,AD-P004,P004,内容种草,197.71,388.8,490
2026-07-11,AD-P005,P005,搜索,200.8,500.87,309
2026-07-11,AD-P006,P006,内容种草,209.34,532.26,435
2026-07-11,AD-P007,P007,内容种草,211.65,507.89,564
2026-07-11,AD-P008,P008,搜索,262.24,465.37,263
2026-07-12,AD-P001,P001,内容种草,103.89,317.02,559
2026-07-12,AD-P002,P002,搜索,119.41,348.62,584
2026-07-12,AD-P003,P003,信息流,137.93,415.86,375
2026-07-12,AD-P004,P004,搜索,185.37,388.61,533
2026-07-12,AD-P005,P005,内容种草,180.84,358.67,399
2026-07-12,AD-P006,P006,搜索,221.79,668.85,413
2026-07-12,AD-P007,P007,搜索,237.64,580.05,450
2026-07-12,AD-P008,P008,搜索,248.46,519.74,280
2026-07-13,AD-P001,P001,信息流,114.02,312.12,595
2026-07-13,AD-P002,P002,内容种草,130.55,262.31,364
2026-07-13,AD-P003,P003,搜索,151.7,367.86,425
2026-07-13,AD-P004,P004,信息流,174.29,418.39,398
2026-07-13,AD-P005,P005,信息流,188.75,362.79,326
2026-07-13,AD-P006,P006,搜索,231.18,522.63,376
2026-07-13,AD-P007,P007,搜索,239.39,620.55,343
2026-07-13,AD-P008,P008,内容种草,230.34,528.2,144
2026-07-14,AD-P001,P001,信息流,135.41,358.61,448
2026-07-14,AD-P002,P002,内容种草,129.9,336.26,484
2026-07-14,AD-P003,P003,信息流,182.09,450.83,429
2026-07-14,AD-P004,P004,信息流,201.63,571.35,274
2026-07-14,AD-P005,P005,搜索,199.79,385.11,452
2026-07-14,AD-P006,P006,信息流,218.2,570.05,428
2026-07-14,AD-P007,P007,搜索,224.13,561.0,324
2026-07-14,AD-P008,P008,搜索,229.87,702.19,252
2026-07-15,C001,P001,搜索广告,2600,5200,710
2026-07-15,C002,P003,信息流,980,4500,455
2026-07-15,C003,P008,搜索广告,1850,3200,420
2026-07-15,C004,P006,达人短视频,760,1800,390
2026-07-15,C005,P007,信息流,1100,2400,330
