date,product_id,impressions,clicks,visitors,add_to_cart,checkout,paid_orders,refunded_orders
2026-06-25,P005,3195,343,355,58,46,20,1
2026-06-25,P006,3972,322,331,37,23,17,1
2026-06-25,P007,2456,304,307,34,27,12,1
2026-06-25,P008,3444,436,287,28,19,9,1
2026-06-26,P001,4941,570,549,87,71,36,1
2026-06-26,P002,4690,356,469,78,58,30,0
2026-06-26,P003,4760,616,476,69,47,25,0
2026-06-26,P004,3440,292,430,71,52,24,0
2026-06-26,P005,2919,320,417,62,43,21,1
2026-06-26,P006,3530,363,353,45,36,16,1
2026-06-26,P007,2493,290,277,31,20,12,0
2026-06-26,P008,2620,230,262,25,17,10,0
2026-06-27,P001,5490,713,610,85,65,38,1
2026-06-27,P002,6090,438,609,107,82,36,1
2026-06-27,P003,5031,448,559,74,56,35,1
2026-06-27,P004,4120,395,515,63,48,28,1
2026-06-27,P005,5724,606,477,50,39,27,0
2026-06-27,P006,4180,334,380,55,43,17,1
2026-06-27,P007,2520,264,360,34,25,15,1
2026-06-27,P008,2051,184,293,47,32,11,0
2026-06-28,P001,5868,478,652,67,54,45,1
2026-06-28,P002,3906,455,558,60,42,37,1
2026-06-28,P003,6228,520,519,55,35,31,1
2026-06-28,P004,5753,741,523,63,49,32,0
2026-06-28,P005,5556,462,463,46,32,23,0
2026-06-28,P006,4644,512,387,63,48,15,1
2026-06-28,P007,4092,352,372,64,42,16,1
2026-06-28,P008,2176,193,272,45,33,11,1
2026-06-29,P001,4616,431,577,77,54,36,1
2026-06-29,P002,3776,327,472,55,38,28,1
2026-06-29,P003,3897,431,433,55,45,28,1
2026-06-29,P004,4774,594,434,43,34,21,1
2026-06-29,P005,3839,303,349,38,29,20,1
2026-06-29,P006,2672,221,334,59,44,17,0
2026-06-29,P007,2192,283,274,31,21,12,1
2026-06-29,P008,2100,271,300,28,18,10,0
2026-06-30,P001,4496,511,562,85,61,36,1
2026-06-30,P002,4266,332,474,45,29,28,0
2026-06-30,P003,4338,450,482,53,33,31,0
2026-06-30,P004,5100,630,425,58,38,23,0
2026-06-30,P005,2520,273,360,51,40,17,1
2026-06-30,P006,2799,337,311,46,30,13,0
2026-06-30,P007,3476,437,316,31,19,14,0
2026-06-30,P008,2761,307,251,24,18,11,1
2026-07-01,P001,6264,518,522,84,67,33,1
2026-07-01,P002,5060,503,506,81,59,33,0
2026-07-01,P003,5520,658,460,69,55,26,1
2026-07-01,P004,4389,327,399,38,24,18,1
2026-07-01,P005,2583,299,369,64,50,16,1
2026-07-01,P006,4044,444,337,45,34,17,1
2026-07-01,P007,3113,222,283,41,29,11,0
2026-07-01,P008,2412,296,268,31,23,11,0
2026-07-02,P001,5230,466,523,89,61,37,1
2026-07-02,P002,4176,460,522,77,49,31,0
2026-07-02,P003,4660,584,466,72,45,29,1
2026-07-02,P004,3424,324,428,52,39,25,0
2026-07-02,P005,3880,328,388,63,45,20,1
2026-07-02,P006,3650,371,365,36,24,19,1
2026-07-02,P007,3696,380,336,34,27,12,0
2026-07-02,P008,1992,146,249,41,32,9,0
2026-07-03,P001,6391,741,581,98,77,42,1
2026-07-03,P002,6240,796,520,75,58,36,1
2026-07-03,P003,3544,301,443,51,36,28,1
2026-07-03,P004,3735,338,415,48,36,20,1
2026-07-03,P005,4378,395,398,67,47,22,1
2026-07-03,P006,3140,347,314,44,35,15,0
2026-07-03,P007,3370,429,337,33,25,12,0
2026-07-03,P008,2510,196,251,40,31,11,1
2026-07-04,P001,8040,835,670,96,61,47,1
2026-07-04,P002,7308,727,609,75,56,42,1
2026-07-04,P003,3969,311,567,91,66,33,0
2026-07-04,P004,3598,427,514,50,38,30,0
2026-07-04,P005,3178,338,454,68,48,22,0
2026-07-04,P006,2984,318,373,46,29,19,1
2026-07-04,P007,4668,385,389,52,40,17,0
2026-07-04,P008,2368,290,296,27,20,11,1
2026-07-05,P001,7944,827,662,105,86,45,1
2026-07-05,P002,7476,645,623,62,38,41,1
2026-07-05,P003,4560,486,570,95,62,30,1
2026-07-05,P004,4024,486,503,62,43,30,1
2026-07-05,P005,3656,425,457,48,33,26,1
2026-07-05,P006,2870,222,410,44,36,17,0
2026-07-05,P007,2840,234,355,62,49,12,0
2026-07-05,P008,2880,342,320,29,23,11,1
2026-07-06,P001,5660,419,566,69,48,34,0
2026-07-06,P002,4360,555,545,76,62,34,1
2026-07-06,P003,3568,330,446,63,46,29,0
2026-07-06,P004,3432,293,429,73,59,26,1
2026-07-06,P005,2485,314,355,62,40,20,0
2026-07-06,P006,3350,276,335,54,43,17,1
2026-07-06,P007,2673,330,297,43,35,13,1
2026-07-06,P008,2296,208,287,31,25,12,1
2026-07-07,P001,5797,505,527,55,44,31,1
2026-07-07,P002,5852,732,532,64,52,30,0
2026-07-07,P003,4730,540,473,62,50,28,0
2026-07-07,P004,4477,475,407,44,29,24,1
2026-07-07,P005,4587,332,417,52,38,22,1
2026-07-07,P006,3240,327,324,46,32,17,1
2026-07-07,P007,3410,396,310,31,25,15,1
2026-07-07,P008,3168,296,288,42,30,12,1
2026-07-08,P001,7044,720,587,96,67,41,1
2026-07-08,P002,5370,612,537,86,63,33,0
2026-07-08,P003,4500,366,500,60,38,31,1
2026-07-08,P004,4580,347,458,73,54,26,1
2026-07-08,P005,4444,446,404,39,26,23,0
2026-07-08,P006,3520,280,352,35,28,17,1
2026-07-08,P007,2488,211,311,31,20,11,1
2026-07-08,P008,2360,192,236,21,16,7,1
2026-07-09,P001,5680,444,568,73,59,38,0
2026-07-09,P002,5290,441,529,92,60,30,0
2026-07-09,P003,5170,389,470,83,65,27,0
2026-07-09,P004,3560,421,445,40,29,27,0
2026-07-09,P005,3519,349,391,64,42,22,0
2026-07-09,P006,2310,220,330,55,37,17,1
2026-07-09,P007,3320,423,332,29,24,14,0
2026-07-09,P008,2008,213,251,42,27,10,0
2026-07-10,P001,6105,709,555,62,47,40,0
2026-07-10,P002,5984,766,544,83,60,30,1
2026-07-10,P003,5844,496,487,78,54,26,0
2026-07-10,P004,3627,291,403,38,31,21,0
2026-07-10,P005,3744,430,416,39,29,19,1
2026-07-10,P006,3972,341,331,30,22,17,1
2026-07-10,P007,2401,204,343,44,35,13,1
2026-07-10,P008,2272,179,284,48,40,9,1
2026-07-11,P001,7824,856,652,100,72,38,1
2026-07-11,P002,6897,590,627,97,63,42,0
2026-07-11,P003,4312,402,539,50,36,33,1
2026-07-11,P004,5698,490,518,91,60,25,1
2026-07-11,P005,3861,309,429,49,37,21,1
2026-07-11,P006,4609,435,419,65,42,22,1
2026-07-11,P007,4380,564,365,50,32,13,1
2026-07-11,P008,3113,263,283,45,28,13,1
2026-07-12,P001,6048,559,672,93,71,45,0
2026-07-12,P002,5526,584,614,59,43,35,1
2026-07-12,P003,4046,375,578,56,35,33,1
2026-07-12,P004,4680,533,520,77,62,30,1
2026-07-12,P005,4920,399,492,49,35,26,0
2026-07-12,P006,3224,413,403,46,32,22,0
2026-07-12,P007,4680,450,390,48,34,14,1
2026-07-12,P008,3588,280,299,51,42,11,1
2026-07-13,P001,5650,595,565,60,43,41,1
2026-07-13,P002,3759,364,537,73,61,30,1
2026-07-13,P003,5712,425,476,49,37,29,1
2026-07-13,P004,3720,398,465,67,53,23,1
2026-07-13,P005,3393,326,377,40,25,16,1
2026-07-13,P006,3015,376,335,45,29,14,0
2026-07-13,P007,3212,343,292,46,36,12,0
2026-07-13,P008,1960,144,280,43,31,11,0
2026-07-14,P001,4797,448,533,65,48,39,1
2026-07-14,P002,5360,484,536,73,45,31,0
2026-07-14,P003,3680,429,460,70,58,29,1
2026-07-14,P004,3052,274,436,39,27,23,0
2026-07-14,P005,4740,452,395,57,42,19,1
2026-07-14,P006,3828,428,348,55,34,15,1
2026-07-14,P007,3110,324,311,53,39,13,1
2026-07-14,P008,2860,252,260,45,32,8,1
2026-07-15,P001,5430,557,543,75,49,37,1
2026-07-15,P002,6048,712,504,73,59,31,1
2026-07-15,P003,3996,371,444,62,43,28,1
2026-07-15,P004,5280,585,440,47,38,27,1
2026-07-15,P005,4477,510,407,42,26,23,1
2026-07-15,P006,4488,417,374,47,38,16,1
2026-07-15,P007,2296,174,328,35,23,14,1
2026-07-15,P008,3180,400,265,32,24,8,1
